,Customer ID,Customer Name,Segment,City,Delivery,Payment,Application Experience,Website Experience,Customer_Care Service,Return/Exchange
13904,SH-0044680,Bond Overcash,Consumer,Trim,1,1,3,2,1,2
13905,GE-0044681,Contreras Paige,Home Office,Blackrock,2,2,2,2,2,1
13906,AN-0044682,Finley Van,Consumer,Dun Dealgan,2,2,3,2,2,2
13907,ER-0044683,Best Venier,Consumer,Castlebar,3,3,1,1,1,1
13908,NK-0044684,Randolph Sink,Home Office,Carlow,1,3,2,2,3,1
13909,OK-0044685,Walker Ashbrook,Consumer,Ros Comain,2,1,1,1,2,3
13910,ND-0044686,York Redmond,Home Office,Sligo,1,1,1,1,3,3
13911,RR-0044687,Peters Derr,Corporate,Tullamore,2,2,1,1,2,3
13912,AN-0044688,Sanchez Bergman,Corporate,Dublin,2,2,3,1,1,2
13913,IS-0044689,Kelley Devincentis,Corporate,Dun Dealgan,1,3,2,2,3,1
13914,EE-0044690,Clarke Mcafee,Consumer,Naas,1,2,2,2,1,2
13915,ON-0044691,Spears Thornton,Corporate,Limerick,2,2,2,1,3,3
13916,RN-0044692,Hansen Eichhorn,Consumer,Ennis,2,3,3,3,3,2
13917,ON-0044693,Wilson Anderson,Home Office,Mullingar,3,3,2,1,2,2
13918,AM-0044694,Barry Willingham,Corporate,Swords,3,2,1,1,2,1
13919,ON-0044695,Morgan Bertelson,Consumer,Dun Dealgan,1,3,1,2,2,1
13920,CH-0044696,Trevino Reichenbach,Consumer,Blackrock,2,1,1,3,3,1
13921,TE-0044697,Roth Seite,Consumer,Dunleary,1,3,2,1,1,2
13922,ER-0044698,Neal Gainer,Consumer,Drogheda,3,3,1,1,1,1
13923,ER-0044699,Nichols Collister,Consumer,An Cabhan,3,3,2,1,1,3
13924,IS-0044700,Lester Preis,Home Office,Ennis,1,1,3,1,3,3
13925,KE-0044701,Frank Ludtke,Home Office,Drogheda,1,2,2,3,2,3
13926,LD-0044702,Bryant Brumfield,Consumer,Tullamore,1,3,3,2,2,1
13927,CH-0044703,Crosby Weirich,Corporate,Nenagh,1,3,1,2,2,1
13928,ER-0044704,Woodard Pippenger,Home Office,Limerick,3,1,3,1,1,1
13929,ER-0044705,Wagner Crier,Consumer,Carrick on Shannon,2,2,2,3,1,1
13930,ST-0044706,Chan West,Home Office,Carrick on Shannon,2,1,2,2,1,1
13931,TE-0044707,Richard Minnotte,Corporate,Clonmel,2,1,1,2,3,1
13932,EZ-0044708,Warner Hernandez,Consumer,Galway,3,1,2,2,3,3
13933,ES-0044709,Adkins Jones,Consumer,Tullamore,3,2,1,3,2,1
13934,ER-0044710,Tate Hightower,Corporate,Wicklow,1,1,2,3,3,3
13935,OS-0044711,Browning Staavos,Corporate,Dun Dealgan,1,1,3,3,3,1
13936,LY-0044712,Phillips Beeghly,Consumer,Drogheda,2,1,2,1,2,3
13937,LL-0044713,Booker Russell,Consumer,Dun Dealgan,2,3,1,3,2,1
13938,RE-0044714,Tanner Sayre,Consumer,Tullamore,3,2,1,3,2,2
13939,LL-0044715,Farrell Sewall,Home Office,Kilkenny,1,2,1,3,2,2
13940,DA-0044716,Moore Andreada,Home Office,Lifford,2,1,2,3,3,2
13941,ON-0044717,Henderson Braxton,Home Office,Cork,2,2,3,2,1,2
13942,EZ-0044718,Beck Gonzalez,Corporate,Cork,3,3,2,2,1,3
13943,RE-0044719,Pacheco Sayre,Corporate,Sligo,2,2,2,3,2,2
13944,EN-0044720,Reyes Christensen,Consumer,Ennis,3,3,1,3,2,3
13945,LL-0044721,Gibson Carroll,Consumer,Ennis,2,1,2,1,3,3
13946,ER-0044722,Diaz Bühler,Home Office,Dublin,3,2,3,3,3,2
13947,TT-0044723,Hess Prescott,Home Office,Drogheda,2,3,2,1,2,2
13948,TZ-0044724,Prince Schwartz,Consumer,Dun Dealgan,2,1,3,1,3,2
13949,ON-0044725,Spears Thornton,Corporate,Dunleary,1,3,3,3,3,3
13950,EN-0044726,Skinner Nguyen,Corporate,Monaghan,3,3,2,2,3,2
13951,ON-0044727,Goodwin Jackson,Corporate,Castlebar,2,2,1,1,1,3
13952,EN-0044728,Craig Gjertsen,Consumer,Naas,1,3,3,3,3,2
13953,EN-0044729,Kelly Braden,Corporate,An Cabhan,3,3,2,1,1,3
13954,AN-0044730,Atkinson Ryan,Corporate,Dublin,3,3,2,2,3,2
13955,AS-0044731,Lamb Matthias,Consumer,WexfordLongford,1,1,3,1,1,3
13956,CO-0044732,Brennan Waco,Corporate,Sligo,1,3,3,2,3,3
13957,IS-0044733,Humphrey Preis,Home Office,Blackrock,2,3,3,3,2,3
13958,DT-0044734,Wood Braunhardt,Home Office,Galway,1,2,3,1,2,2
13959,LE-0044735,Pittman Lonsdale,Home Office,Galway,3,3,2,2,3,3
13960,KE-0044736,Holt Glocke,Corporate,Waterford,1,3,1,3,1,2
13961,LL-0044737,Cruz Carroll,Consumer,WexfordLongford,2,3,2,1,2,1
13962,TH-0044738,Kent Smith,Corporate,Limerick,3,3,3,2,2,1
13963,EN-0044739,Mullins Hansen,Consumer,Drogheda,1,3,3,1,2,1
13964,RN-0044740,Cook Bern,Consumer,Lifford,3,3,1,1,2,1
13965,CH-0044741,Moses Rittenbach,Consumer,Dublin,3,3,3,2,3,2
13966,DT-0044742,Glass Schmidt,Home Office,Trim,3,2,2,2,1,2
13967,NT-0044743,Heath O'Briant,Home Office,Limerick,2,3,3,2,2,2
13968,LL-0044744,Short O'Connell,Corporate,Lifford,3,2,1,3,3,1
13969,EY-0044745,Gibbs Kinney,Corporate,Carlow,1,3,3,1,3,3
13970,RD-0044746,Wiggins Odegard,Consumer,Castlebar,2,3,3,2,1,3
13971,IN-0044747,Barker Haberlin,Corporate,Port Laoise,1,1,1,1,1,3
13972,SS-0044748,Steele Gross,Consumer,Dun Dealgan,1,3,1,2,1,2
13973,RF-0044749,Mejia Waldorf,Corporate,Lifford,3,3,3,2,1,3
13974,TZ-0044750,Rodriquez Glantz,Corporate,Kilkenny,1,2,1,3,2,3
13975,EY-0044751,Ruiz Darley,Corporate,Dunleary,3,3,1,3,2,1
13976,LE-0044752,Fisher Carlisle,Corporate,Monaghan,2,3,1,1,2,3
13977,ER-0044753,Soto Fritzler,Consumer,An Cabhan,2,3,3,2,3,1
13978,TT-0044754,Dodson Talbott,Corporate,Swords,3,2,2,3,2,2
13979,AN-0044755,Dennis Holloman,Corporate,Trim,3,2,3,2,2,3
13980,IR-0044756,Sims Demir,Consumer,Swords,3,1,2,3,1,1
13981,NG-0044757,Thompson Armstrong,Home Office,Blackrock,2,1,1,1,3,2
13982,IN-0044758,Cain Mccrossin,Home Office,Tallaght,1,3,3,1,1,1
13983,TZ-0044759,Padilla Kunitz,Home Office,Waterford,2,1,1,2,2,1
13984,EY-0044760,Munoz Hackney,Home Office,Trim,3,1,3,2,3,2
13985,AN-0044761,Barrett Gayman,Home Office,Trim,2,1,3,1,1,3
13986,EZ-0044762,Ryan Dominguez,Corporate,Mullingar,1,1,3,3,2,3
13987,CH-0044763,Russell Buch,Home Office,Ennis,1,1,1,1,1,3
13988,IR-0044764,Sims Demir,Consumer,Mullingar,3,3,2,1,2,1
13989,LY-0044765,Winters Shonely,Consumer,Cork,3,1,2,3,3,2
13990,ON-0044766,Bean Thompson,Corporate,Tullamore,1,3,2,1,2,2
13991,RF-0044767,Mejia Waldorf,Corporate,Cork,1,3,2,3,3,3
13992,SS-0044768,Berg Weiss,Home Office,Carlow,2,3,3,2,3,1
13993,LL-0044769,Cohen Howell,Consumer,Tallaght,2,3,2,3,1,2
13994,ME-0044770,Howard Blume,Corporate,Dun Dealgan,2,2,3,1,3,1
13995,WD-0044771,Montgomery Dowd,Consumer,Swords,3,1,3,2,1,1
13996,DY-0044772,Parks Grady,Corporate,Carrick on Shannon,3,2,1,1,1,1
13997,ME-0044773,Howard Blume,Corporate,Trim,3,2,2,3,3,2
13998,TY-0044774,Osborne Kelty,Corporate,Lifford,1,1,3,1,2,1
13999,RA-0044775,Harrison Carreira,Consumer,Naas,3,1,3,3,1,3
14000,EL-0044776,Sandoval Kimmel,Consumer,Monaghan,2,3,2,2,3,2
14001,RT-0044777,Wilkinson Rupert,Home Office,Dunleary,2,3,2,3,3,3
14002,RA-0044778,Harrison Carreira,Consumer,Tullamore,3,2,1,1,3,2
14003,ER-0044779,Meadows Wiener,Consumer,Lifford,3,1,1,1,1,1
14004,IS-0044780,Riley Davis,Corporate,Trim,3,2,1,2,3,1
14005,EE-0044781,Mcguire Mcvee,Consumer,Port Laoise,2,3,2,3,2,3
14006,L--0044782,Parker Bell-,Consumer,Drogheda,2,1,2,1,3,2
14007,NG-0044783,Burns Chung,Consumer,Galway,2,2,2,1,3,1
14008,CH-0044784,Banks Ducich,Corporate,Tralee,1,1,2,3,2,3
14009,ER-0044785,Combs Ober,Consumer,Naas,1,1,1,3,1,2
14010,PO-0044786,Sullivan Cacioppo,Corporate,Drogheda,1,1,1,2,3,2
14011,LE-0044787,Romero Federle,Corporate,Drogheda,1,3,3,3,3,2
14012,ON-0044788,Horne Wilson,Consumer,Carrick on Shannon,3,3,2,2,2,1
14013,ER-0044789,Soto Fritzler,Consumer,Tralee,1,2,3,1,1,1
14014,CH-0044790,Bates Gockenbach,Consumer,Drogheda,3,1,1,3,1,2
14015,LE-0044791,Mcdowell Roelle,Consumer,Swords,2,1,3,1,3,2
14016,IN-0044792,Cain Mccrossin,Home Office,Nenagh,3,3,2,2,3,3
14017,TH-0044793,Carrillo Smith,Home Office,WexfordLongford,3,2,2,3,1,1
14018,UN-0044794,Bennett Braun,Consumer,Carlow,3,3,3,3,2,3
14019,TT-0044795,Gates Moffitt,Corporate,Tralee,2,3,1,3,2,2
14020,ER-0044796,Best Venier,Consumer,Dunleary,1,2,2,2,1,2
14021,TY-0044797,Gutierrez Doherty,Home Office,Sligo,1,2,2,2,3,1
14022,SH-0044798,Mann Hirsh,Corporate,Trim,3,2,1,2,2,2
14023,ER-0044799,Golden Ritter,Consumer,Kilkenny,1,2,2,2,3,3
14024,WE-0044800,Ray Crowe,Consumer,Waterford,1,1,1,3,2,2
14025,GS-0044801,Herman Triggs,Consumer,Wicklow,3,1,1,2,1,1
14026,AL-0044802,Whitaker Nazzal,Consumer,Carlow,1,2,2,3,3,3
14027,EN-0044803,Gardner Craven,Consumer,Lifford,3,3,3,3,2,3
14028,AN-0044804,Sanchez Bergman,Corporate,Castlebar,2,3,2,1,1,2
14029,SE-0044805,Manning House,Consumer,Blackrock,2,3,3,3,3,2
14030,AS-0044806,Tran Matthias,Consumer,Carrick on Shannon,1,3,3,2,3,2
14031,LL-0044807,Leblanc Spruell,Consumer,Naas,1,2,2,3,1,3
14032,AY-0044808,Weber Halladay,Consumer,Kilkenny,1,3,1,2,2,1
14033,IS-0044809,Riley Davis,Corporate,Dublin,1,1,3,2,2,3
14034,ER-0044810,Nunez Lanier,Corporate,Port Laoise,1,2,3,2,3,3
14035,AS-0044811,Tran Matthias,Consumer,Carlow,2,2,2,2,3,3
14036,ON-0044812,Matthews Creighton,Corporate,Dun Dealgan,3,2,2,2,3,3
14037,ON-0044813,Christensen Lebron,Consumer,Castlebar,3,1,1,1,1,3
14038,RD-0044814,Avila Radford,Home Office,An Cabhan,2,2,3,3,3,2
14039,ON-0044815,Buchanan Liston,Consumer,Dunleary,3,3,3,1,2,2
14040,TH-0044816,Gentry Smith,Consumer,Waterford,3,2,3,1,2,1
14041,EN-0044817,Leonard Hallsten,Corporate,Nenagh,1,3,3,2,3,2
14042,RI-0044818,Weiss Shariari,Consumer,Carlow,3,2,1,3,3,3
14043,ME-0044819,Howard Blume,Corporate,Dunleary,2,1,2,3,1,3
14044,ON-0044820,Horne Wilson,Consumer,Tullamore,3,1,3,2,3,2
14045,OK-0044821,Lewis Ashbrook,Corporate,Dunleary,3,2,2,1,1,3
14046,PO-0044822,Gallagher Ocampo,Corporate,Castlebar,2,1,2,2,1,3
14047,ND-0044823,Crawford Chand,Consumer,Wicklow,2,1,1,1,3,1
14048,ER-0044824,Golden Ritter,Consumer,Blackrock,2,3,2,3,1,3
14049,ON-0044825,Bean Thompson,Corporate,Tullamore,1,1,2,3,3,1
14050,PE-0044826,Flowers Kampe,Consumer,Monaghan,1,3,2,1,2,2
14051,ES-0044827,Blackwell Rawles,Home Office,Dun Dealgan,1,2,3,1,3,2
14052,RN-0044828,Reed Bern,Corporate,Blackrock,2,1,3,2,3,1
14053,CY-0044829,Simon Lacy,Corporate,An Cabhan,3,1,2,1,1,2
14054,ER-0044830,Terry Frazer,Corporate,WexfordLongford,1,1,3,3,3,3
14055,NI-0044831,Blanchard Vittorini,Consumer,Tallaght,1,3,2,2,1,2
14056,IN-0044832,Torres Blumstein,Home Office,Clonmel,2,1,2,1,1,1
14057,NG-0044833,Thompson Armstrong,Home Office,Swords,3,2,2,2,3,1
14058,LL-0044834,Mathews O'Donnell,Corporate,Monaghan,3,2,3,1,1,1
14059,EN-0044835,Rodriguez Arntzen,Consumer,Naas,2,3,2,3,2,3
14060,AM-0044836,Kennedy Cheatham,Home Office,Sligo,1,1,3,2,2,3
14061,AN-0044837,Mcintosh Van,Home Office,Clonmel,3,1,1,1,1,3
14062,ER-0044838,Blackburn Tyler,Corporate,Swords,2,2,1,3,2,3
14063,KE-0044839,Frank Ludtke,Home Office,Mullingar,1,2,1,2,3,1
14064,EN-0044840,Ware Nguyen,Corporate,Nenagh,2,2,1,1,1,3
14065,AN-0044841,Dennis Holloman,Corporate,Lifford,1,2,2,3,3,1
14066,ON-0044842,Yates Johnson,Consumer,Cork,1,1,2,3,2,1
14067,AS-0044843,Fernandez Elias,Corporate,Limerick,2,1,1,1,2,1
14068,CH-0044844,Boyer Skach,Consumer,Galway,1,3,2,1,1,1
14069,BS-0044845,Patton Jacobs,Consumer,Tallaght,3,1,3,2,2,1
14070,AU-0044846,Horton Gastineau,Consumer,Mullingar,2,1,3,3,2,1
14071,IE-0044847,Mclaughlin Leslie,Corporate,Drogheda,1,2,2,2,2,2
14072,NN-0044848,Moss Hoffmann,Consumer,Limerick,3,2,2,3,2,1
14073,IG-0044849,Bass Ludwig,Consumer,Galway,3,1,1,1,1,2
14074,CH-0044850,Oliver Dortch,Corporate,Drogheda,3,3,1,3,1,3
14075,AS-0044851,Weeks Thomas,Home Office,Ennis,3,3,1,1,3,1
14076,HS-0044852,Orr Sachs,Corporate,Mullingar,1,1,2,2,2,1
14077,BS-0044853,Joseph Jacobs,Home Office,Port Laoise,3,3,3,3,3,2
14078,TH-0044854,Ayers Smith,Home Office,An Cabhan,3,1,3,1,2,3
14079,DA-0044855,Moore Andreada,Home Office,Trim,1,2,3,2,2,1
14080,NT-0044856,Blair Hunt,Consumer,Mullingar,1,3,2,3,3,2
14081,EN-0044857,Moon Weien,Consumer,Lifford,3,1,1,3,3,1
14082,ON-0044858,House Stevenson,Home Office,Port Laoise,1,3,2,1,3,1
14083,NO-0044859,Kim Eno,Corporate,Carlow,3,2,2,1,3,2
14084,EN-0044860,Ramsey Hansen,Consumer,An Cabhan,3,2,2,2,2,2
14085,ER-0044861,Strong Schoenberger,Corporate,Lifford,1,3,1,1,1,3
14086,AM-0044862,Jacobson Willingham,Consumer,Dunleary,2,3,2,3,2,1
14087,ST-0044863,Green Baptist,Corporate,Galway,1,1,3,1,1,2
14088,ER-0044864,Golden Ritter,Consumer,Cork,1,1,1,2,1,3
14089,PS-0044865,Olsen Phelps,Corporate,Lifford,3,1,1,2,3,2
14090,ON-0044866,Sherman Knutson,Corporate,Cork,3,2,1,1,2,1
14091,EE-0044867,Norton Magee,Corporate,Monaghan,1,1,3,1,2,2
14092,NO-0044868,West Cano,Consumer,Nenagh,2,3,2,2,1,3
14093,EY-0044869,Carpenter Decherney,Corporate,An Cabhan,2,3,2,3,1,2
14094,ER-0044870,Jennings Gardner,Consumer,Waterford,1,2,2,1,1,2
14095,EY-0044871,Sanders Bradley,Home Office,Naas,2,2,1,3,1,3
14096,NS-0044872,Palmer Collins,Consumer,Castlebar,2,2,3,1,1,1
14097,ON-0044873,Middleton Thornton,Home Office,Blackrock,3,2,1,2,1,3
14098,RD-0044874,Beard Radford,Consumer,Limerick,3,1,1,3,3,2
14099,RT-0044875,Foley Stewart,Consumer,Clonmel,3,1,2,2,2,1
14100,IO-0044876,Conway Seio,Home Office,Kilkenny,3,2,3,3,2,3
14101,NG-0044877,Huff Manning,Consumer,An Cabhan,1,1,2,3,2,1
14102,ON-0044878,Santiago Grayson,Corporate,Tallaght,1,2,3,3,3,1
14103,SA-0044879,Payne Crebassa,Corporate,An Cabhan,3,2,3,3,2,2
14104,EY-0044880,Weaver Decherney,Consumer,Kilkenny,2,3,1,3,1,2
14105,AY-0044881,Wolf Murray,Corporate,Ros Comain,3,3,3,3,2,1
14106,RI-0044882,Nixon Shariari,Consumer,Carrick on Shannon,3,3,2,3,1,3
14107,LL-0044883,Giles Turnell,Consumer,Dun Dealgan,2,3,3,2,1,1
14108,AS-0044884,Brock Lucas,Consumer,Dun Dealgan,3,2,3,1,1,2
14109,TH-0044885,Pace Southworth,Consumer,Ros Comain,3,3,3,1,1,2
14110,IN-0044886,Ball Hagelstein,Corporate,Nenagh,1,1,2,1,3,1
14111,NG-0044887,Wiley Pölking,Consumer,Monaghan,3,2,1,3,1,2
14112,AM-0044888,Watkins Cunningham,Corporate,Galway,1,1,2,2,3,3
14113,NS-0044889,Glover Hopkins,Consumer,Trim,2,2,3,2,1,3
14114,LL-0044890,Gaines O'Carroll,Consumer,Waterford,1,1,2,1,3,2
14115,IR-0044891,Sims Demir,Consumer,Tralee,2,1,2,3,2,1
14116,ON-0044892,Trujillo Sheldon,Consumer,Lifford,1,2,1,3,3,2
14117,NE-0044893,Glenn Payne,Home Office,Castlebar,1,3,3,3,1,1
14118,NS-0044894,Maldonado Jenkins,Corporate,Galway,2,1,2,1,3,1
14119,NG-0044895,Sweeney Schnelling,Consumer,Limerick,2,3,3,1,1,2
14120,RI-0044896,Ayala Molinari,Consumer,Wicklow,1,3,3,1,2,2
14121,NA-0044897,Vasquez Dona,Consumer,Lifford,3,2,2,1,1,1
14122,IN-0044898,Figueroa Martin,Consumer,Kilkenny,3,1,2,1,3,1
14123,AN-0044899,Mason Chapman,Consumer,Port Laoise,2,3,3,3,3,3
14124,LL-0044900,Mathews O'Donnell,Corporate,Dun Dealgan,2,2,1,2,2,2
14125,ON-0044901,Trujillo Sheldon,Consumer,Dun Dealgan,1,1,3,1,3,3
14126,WN-0044902,Washington Brown,Corporate,Galway,2,2,1,1,2,2
14127,KS-0044903,Delgado Hooks,Consumer,Ros Comain,1,1,2,1,3,1
14128,ON-0044904,Stanley Elliston,Corporate,Port Laoise,1,1,1,1,1,3
14129,OY-0044905,Norman Joy,Home Office,Waterford,3,2,1,3,2,3
14130,CE-0044906,Mendez Grace,Corporate,Dublin,3,3,1,3,1,1
14131,ON-0044907,Trujillo Sheldon,Consumer,Carlow,3,1,3,3,3,2
14132,TY-0044908,Decker Satty,Consumer,Lifford,3,1,2,3,3,1
14133,ON-0044909,Henderson Braxton,Home Office,Mullingar,1,3,2,2,1,2
14134,WN-0044910,Butler Brown,Corporate,WexfordLongford,1,3,2,3,2,1
14135,NN-0044911,Bruce Nunn,Home Office,Nenagh,1,3,3,1,2,1
14136,ON-0044912,Quinn Karlsson,Consumer,Nenagh,1,3,1,3,1,2
14137,ER-0044913,Diaz Bühler,Home Office,Dun Dealgan,2,1,3,1,2,3
14138,DY-0044914,Guerrero Kennedy,Corporate,Tralee,1,2,1,2,2,2
14139,NS-0044915,Daniels Collins,Corporate,Carlow,2,2,1,3,2,2
14140,EN-0044916,Hunt Cohen,Consumer,Trim,3,1,3,1,1,3
14141,RT-0044917,Wilkinson Rupert,Home Office,Tullamore,1,3,1,1,1,3
14142,GA-0044918,Stephens Crebagga,Consumer,Carrick on Shannon,1,3,3,1,2,3
14143,AN-0044919,Mason Chapman,Consumer,Waterford,3,2,3,2,2,2
14144,MS-0044920,Faulkner Williams,Consumer,Carrick on Shannon,2,3,2,2,2,1
14145,WN-0044921,Gonzales Brown,Consumer,Sligo,2,3,3,1,3,2
14146,EZ-0044922,Carr Dominguez,Corporate,Ros Comain,2,1,1,2,1,2
14147,ER-0044923,Hardy Greer,Corporate,Wicklow,3,2,3,3,1,1
14148,ER-0044924,Russo Webber,Consumer,An Cabhan,3,1,2,3,2,1
14149,UM-0044925,Chase Mitchum,Corporate,Mullingar,1,2,1,2,3,1
14150,TH-0044926,Carrillo Smith,Home Office,Naas,3,2,1,3,3,2
14151,LL-0044927,Mathews O'Donnell,Corporate,WexfordLongford,3,3,1,1,2,2
14152,RN-0044928,Hansen Eichhorn,Consumer,Tralee,2,3,1,1,1,3
14153,ME-0044929,Howard Blume,Corporate,Wicklow,1,2,3,3,2,2
14154,KY-0044930,Holman Zandusky,Corporate,Cork,2,2,1,3,3,2
14155,EN-0044931,Wall Olsen,Consumer,Limerick,2,3,2,3,3,3
14156,ER-0044932,Richards Drucker,Corporate,Waterford,3,2,1,2,2,3
14157,ON-0044933,Spears Thornton,Corporate,Castlebar,2,2,3,1,3,2
14158,NG-0044934,Charles Norling,Consumer,Kilkenny,2,2,3,1,1,2
14159,LS-0044935,Burnett Mills,Consumer,Port Laoise,1,1,1,3,2,2
14160,ER-0044936,Whitehead Pelletier,Corporate,Monaghan,1,2,2,1,1,1
14161,SS-0044937,Steele Gross,Consumer,WexfordLongford,2,3,1,1,1,1
14162,AY-0044938,Dickerson Moray,Home Office,Tralee,3,3,3,1,2,1
14163,TO-0044939,Rush Takahito,Consumer,Cork,2,1,2,3,2,2
14164,EN-0044940,Rice Clasen,Consumer,WexfordLongford,3,1,2,3,1,1
14165,TT-0044941,Shepard Witt,Consumer,Cork,2,2,2,2,2,1
14166,RT-0044942,Wilkinson Rupert,Home Office,Naas,2,3,2,3,1,1
14167,AY-0044943,Weber Halladay,Consumer,Clonmel,2,1,2,3,2,1
14168,ER-0044944,Mills Collister,Consumer,Castlebar,2,2,1,2,2,3
14169,TH-0044945,Lara Smith,Consumer,Tullamore,3,2,3,1,1,3
14170,TT-0044946,Fuller Eplett,Corporate,Monaghan,3,1,3,3,3,2
14171,ON-0044947,Christensen Lebron,Consumer,Dunleary,2,2,2,1,3,1
14172,AM-0044948,Mckee Sundaresam,Home Office,Swords,2,2,3,1,3,1
14173,ER-0044949,Combs Ober,Consumer,Waterford,1,2,3,1,3,2
14174,NS-0044950,Glover Hopkins,Consumer,Ros Comain,2,2,2,3,2,3
14175,SS-0044951,Berg Weiss,Home Office,Tallaght,1,2,3,1,1,3
14176,NG-0044952,Ramos Chong,Home Office,Limerick,3,2,3,3,3,3
14177,ER-0044953,Callahan Ritter,Consumer,Ros Comain,3,2,2,2,3,2
14178,TT-0044954,Gallegos Rosenblatt,Consumer,Tralee,1,1,2,1,2,2
14179,LY-0044955,Hartman Phonely,Home Office,Trim,2,1,3,2,2,3
14180,AN-0044956,Harding Tran,Corporate,Tullamore,1,1,1,2,3,1
14181,NG-0044957,Mccall Smayling,Consumer,Sligo,2,2,2,3,3,2
14182,IN-0044958,Summers Merwin,Consumer,WexfordLongford,3,2,1,1,3,3
14183,SE-0044959,Willis Crouse,Home Office,Dublin,3,3,3,1,1,1
14184,RY-0044960,Wilkins Mccrary,Consumer,Dun Dealgan,2,3,2,3,3,3
14185,TT-0044961,Larsen Patt,Consumer,Blackrock,2,1,1,3,3,3
14186,EE-0044962,Mcguire Mcvee,Consumer,Lifford,2,2,2,2,1,3
14187,DY-0044963,Lindsey Kennedy,Corporate,WexfordLongford,1,1,2,2,2,3
14188,AS-0044964,Wise Koutras,Corporate,Tralee,1,1,2,2,3,1
14189,GS-0044965,Barber Hastings,Consumer,An Cabhan,2,2,3,1,3,1
14190,AN-0044966,Allen Ausman,Corporate,Tullamore,1,2,2,1,2,2
14191,NG-0044967,Townsend Hwang,Consumer,Cork,2,2,3,3,2,1
14192,TT-0044968,Duran Prescott,Consumer,Waterford,1,1,2,2,3,1
14193,YD-0044969,Moran Lloyd,Consumer,Tallaght,3,3,1,2,2,2
14194,IN-0044970,Peterson Blumstein,Corporate,Wicklow,2,3,1,3,1,1
14195,EN-0044971,Hale Goldenen,Consumer,Sligo,3,3,1,3,1,2
14196,NG-0044972,Caldwell Galang,Corporate,Limerick,2,2,2,1,1,3
14197,BY-0044973,Bailey Bixby,Consumer,Kilkenny,2,1,3,1,3,1
14198,NI-0044974,Nolan Vittorini,Corporate,Limerick,2,3,2,3,2,2
14199,LI-0044975,Wheeler Donatelli,Corporate,Nenagh,3,3,1,2,1,2
14200,L--0044976,Parker Bell-,Consumer,Limerick,2,1,3,1,2,3
14201,CK-0044977,Anthony Myrick,Consumer,Carlow,2,2,3,1,1,1
14202,BS-0044978,Patton Jacobs,Consumer,Carrick on Shannon,2,2,2,2,3,3
14203,K -0044979,Peck ,Consumer,Blackrock,3,1,2,1,1,3
14204,EY-0044980,Alexander Brumley,Consumer,Swords,2,3,3,2,1,3
14205,TH-0044981,Ayers Smith,Home Office,Carlow,3,1,2,1,3,3
14206,DY-0044982,Parks Grady,Corporate,Naas,2,3,2,3,3,3
14207,NG-0044983,Brewer Flashing,Corporate,Drogheda,2,3,2,3,2,3
14208,AM-0044984,Barry Willingham,Corporate,Galway,2,2,1,2,2,1
14209,TH-0044985,Pace Southworth,Consumer,Naas,1,2,2,1,3,1
14210,NG-0044986,Huff Manning,Consumer,WexfordLongford,2,3,1,2,1,1
14211,ON-0044987,Doyle Knutson,Home Office,Sligo,2,1,2,1,1,2
14212,AH-0044988,Garza Elijah,Home Office,Tullamore,3,2,1,2,2,2
14213,TZ-0044989,Prince Schwartz,Consumer,Naas,3,2,3,2,1,2
14214,EY-0044990,Baldwin Hawley,Consumer,Waterford,2,1,3,1,3,1
14215,LO-0044991,Sanford Zydlo,Corporate,Cork,2,1,1,3,3,2
14216,LE-0044992,Jacobs Engle,Consumer,Galway,1,1,1,2,1,2
14217,EK-0044993,Kemp Pistek,Consumer,Lifford,2,3,1,1,2,3
14218,LA-0044994,Young Avila,Corporate,Blackrock,3,2,3,3,1,2
14219,LE-0044995,Roy Lonsdale,Corporate,Castlebar,1,3,3,1,1,1
14220,KS-0044996,Mosley Parks,Consumer,Lifford,2,3,2,2,2,2
14221,NA-0044997,Wilkerson Medina,Consumer,Carlow,2,3,2,1,1,3
14222,PE-0044998,Schroeder Philippe,Consumer,Kilkenny,3,1,2,2,3,1
14223,LE-0044999,Tucker Caudle,Consumer,Tralee,1,3,2,1,1,1
14224,ON-0045000,House Stevenson,Home Office,Monaghan,2,1,2,3,2,2
14225,RS-0045001,Maddox Watters,Consumer,Castlebar,1,3,3,1,1,3
14226,IO-0045002,Baker Barcio,Corporate,Tullamore,2,1,2,1,2,3
14227,TE-0045003,Roth Seite,Consumer,Mullingar,2,2,3,1,2,1
14228,LE-0045004,Romero Federle,Corporate,Ros Comain,3,2,1,3,3,3
14229,EY-0045005,Gibbs Kinney,Corporate,Naas,1,1,3,2,2,1
14230,NN-0045006,Moss Hoffmann,Consumer,An Cabhan,2,3,1,1,1,2
14231,AK-0045007,Baxter Pak,Home Office,Dun Dealgan,2,1,2,1,1,3
14232,ES-0045008,Blackwell Rawles,Home Office,Lifford,1,2,3,2,1,3
14233,AN-0045009,Finley Van,Consumer,Port Laoise,3,3,2,2,2,2
14234,AY-0045010,Monroe Murray,Consumer,Dublin,2,1,2,1,1,2
14235,ON-0045011,Larson Ferguson,Consumer,Lifford,3,1,3,3,2,1
14236,IO-0045012,Walter Seio,Consumer,Carrick on Shannon,2,2,3,1,1,3
14237,AM-0045013,Kennedy Cheatham,Home Office,Trim,3,3,2,3,3,2
14238,SH-0045014,Mann Hirsh,Corporate,Dublin,2,1,2,1,3,3
